"id"	"addtoname"	"name"	"subscript"	"superscript"	"status"	"%"
"27688"	""	"gentil"	"Adj"	""	"2"	"100"
"27689"	""	"géographie"	""	""	"2"	"100"
"27690"	""	"géométrie"	""	""	"2"	"100"
"27691"	""	"géranium"	""	""	"2"	"100"
"27692"	""	"geste"	""	""	"2"	"100"
"27693"	""	"gicler"	""	""	"2"	"100"
"27694"	""	"gifle"	""	""	"2"	"100"
"27695"	""	"gigantesque"	"Adj"	""	"2"	"100"
"27696"	""	"gigot"	""	""	"2"	"100"
"27697"	""	"gilet"	""	""	"2"	"100"
"27698"	""	"givre"	""	""	"2"	"100"
"27699"	""	"glace"	""	""	"2"	"100"
"27700"	""	"glacé"	""	""	"2"	"100"
"27701"	""	"glaçon"	""	""	"2"	"100"
"27702"	""	"glisser"	""	""	"2"	"100"
"27703"	""	"globe"	""	""	"2"	"100"
"27704"	""	"gloire"	""	""	"2"	"100"
"27705"	""	"gomme"	""	""	"2"	"100"
"27706"	""	"gonfler"	""	""	"2"	"100"
"27707"	""	"gorge"	""	""	"2"	"100"
"27708"	""	"gorgée"	""	""	"2"	"100"
"27709"	""	"gorille"	"N, masc"	""	"2"	"100"
"27710"	""	"goudron"	""	""	"2"	"100"
"27711"	""	"gouffre"	""	""	"2"	"100"
"27712"	""	"goulot"	""	""	"2"	"100"
"27713"	""	"gourmand"	"Adj"	""	"2"	"100"
"27714"	""	"gourmandise"	""	""	"2"	"100"
"27715"	""	"goût"	""	""	"2"	"100"
"27716"	""	"goûter"	"N"	""	"2"	"100"
"27717"	""	"goûter"	"V"	""	"2"	"100"
"27718"	""	"goutte"	""	"1"	"2"	"100"
"27719"	""	"gouttière"	""	""	"2"	"100"
"27720"	""	"gouverner"	""	""	"2"	"100"
"27721"	""	"gouverneur"	""	""	"2"	"100"
"27722"	""	"grâce"	"N"	""	"2"	"100"
"27723"	""	"grain"	""	""	"2"	"100"
"27724"	""	"graine"	""	""	"2"	"100"
"27725"	""	"graisse"	""	""	"2"	"100"
"27726"	""	"grammaire"	""	""	"2"	"100"
"27727"	""	"gramme"	""	""	"2"	"100"
"27728"	""	"grand"	"Adj"	""	"1"	"100"
"27729"	""	"grandeur"	""	""	"2"	"100"
"27730"	""	"grandir"	""	""	"2"	"100"
"27731"	""	"grand-mère"	""	""	"2"	"100"
"27732"	""	"grand-père"	""	""	"1"	"100"
"27733"	""	"grands-parents"	""	""	"2"	"100"
"27734"	""	"grange"	""	""	"2"	"100"
"27735"	""	"grappe"	""	""	"2"	"100"
"27736"	""	"gras"	"Adj"	""	"2"	"100"
"27737"	""	"gratter"	""	""	"2"	"100"
"27738"	""	"gratuit"	""	""	"2"	"100"
"27739"	""	"grave"	""	""	"2"	"100"
"27740"	""	"graver"	""	""	"2"	"100"
"27741"	""	"gravier"	""	""	"2"	"100"
"27742"	""	"grec"	"Adj"	""	"2"	"100"
"27743"	""	"grelotter"	""	""	"2"	"100"
"27744"	""	"grenier"	""	""	"2"	"100"
"27745"	""	"grenouille"	""	""	"2"	"100"
"27746"	""	"grève"	""	"2"	"2"	"100"
"27747"	""	"griffe"	""	""	"2"	"100"
"27748"	""	"griffer"	""	""	"2"	"100"
"27749"	""	"grignoter"	""	""	"2"	"100"
"27750"	""	"grillage"	""	"2"	"2"	"100"
"27751"	""	"grille"	""	""	"2"	"100"
"27752"	""	"griller"	""	"1"	"2"	"100"
"27753"	""	"grimace"	""	""	"2"	"100"
"27754"	""	"grimper"	""	""	"2"	"100"
"27755"	""	"grincer"	""	""	"2"	"100"
"27756"	""	"grippe"	""	""	"2"	"100"
"27757"	""	"gris"	""	""	"2"	"100"
"27758"	""	"grogner"	""	""	"2"	"100"
"27759"	""	"gronder"	""	""	"2"	"100"
"27760"	""	"gros"	"Adj"	""	"2"	"100"
"27761"	""	"grossesse"	""	""	"2"	"100"
"27762"	""	"grossier"	""	""	"2"	"100"
"27763"	""	"grossir"	""	""	"2"	"100"
"27764"	""	"grotte"	""	""	"2"	"100"
"27765"	""	"groupe"	""	""	"2"	"100"
"27766"	""	"grouper"	""	""	"2"	"100"
"27767"	""	"grue"	""	""	"2"	"100"
"27768"	""	"gruyère"	""	""	"2"	"100"
"27769"	""	"guenon"	""	""	"2"	"100"
"27770"	""	"guêpe"	""	""	"1"	"100"
"27771"	""	"guère"	""	""	"2"	"100"
"27772"	""	"guérir"	""	""	"2"	"100"
"27773"	""	"guerre"	""	""	"2"	"100"
"27774"	""	"guetter"	""	""	"2"	"100"
"27775"	""	"gueule"	""	""	"2"	"100"
"27776"	""	"gueuler"	""	""	"2"	"100"
"27777"	""	"guichet"	""	""	"2"	"100"
"27778"	""	"guide"	"N, masc"	""	"2"	"100"
"27779"	""	"guider"	""	""	"2"	"100"
"27780"	""	"guignol"	""	""	"2"	"100"
"27781"	""	"guillemet"	""	""	"2"	"100"
"27782"	""	"guirlande"	""	""	"2"	"100"
"27783"	""	"guitare"	""	""	"2"	"100"
"27784"	""	"gymnastique"	"N"	""	"2"	"100"
"27785"	""	"habile"	""	""	"2"	"100"
"27786"	""	"habiller"	""	""	"2"	"100"
"27787"	""	"habit"	""	""	"2"	"100"
"27788"	""	"habiter"	""	""	"2"	"100"
"27789"	""	"habitude"	""	""	"2"	"100"
"27790"	""	"habituer"	""	""	"2"	"100"
"27791"	""	"hache"	""	""	"2"	"100"
"27792"	""	"hacher"	""	""	"2"	"100"
"27793"	""	"haine"	""	""	"2"	"100"
"27794"	""	"haleine"	""	""	"2"	"100"
"27795"	""	"hall"	""	""	"2"	"100"
"27796"	""	"hamburger"	""	""	"2"	"100"
"27797"	""	"hanche"	""	""	"2"	"100"
"27798"	""	"handicap"	""	""	"2"	"100"
"27799"	""	"handicaper"	""	""	"2"	"100"
"27800"	""	"hangar"	""	""	"2"	"100"
"27801"	""	"haricot"	""	""	"2"	"100"
"27802"	""	"hasard"	""	""	"2"	"100"
"27803"	""	"hâte"	""	""	"2"	"100"
"27804"	""	"hausse"	""	""	"2"	"100"
"27805"	""	"hausser"	""	""	"2"	"100"
"27806"	""	"haut"	"Adj"	""	"2"	"100"
"27807"	""	"hauteur"	""	""	"2"	"100"
"27808"	""	"haut-parleur"	""	""	"2"	"100"
"27809"	""	"hebdomadaire"	"Adj"	""	"2"	"100"
"27810"	""	"hebdomadaire"	"N"	""	"2"	"100"
"27811"	""	"héberger"	""	""	"2"	"100"
"27812"	""	"hectare"	""	""	"2"	"100"
"27813"	""	"Hélas !"	""	""	"2"	"100"
"27814"	""	"hélice"	""	""	"2"	"100"
"27815"	""	"hélicoptère"	""	""	"1"	"100"
"27816"	""	"herbe"	""	""	"2"	"100"
"27817"	""	"hériter"	""	""	"2"	"100"
"27818"	""	"héros"	""	""	"2"	"100"
"27819"	""	"hésiter"	""	""	"2"	"100"
"27820"	""	"heure"	""	""	"2"	"100"
"27821"	""	"heureusement"	""	""	"2"	"100"
"27822"	""	"heureux"	"Adj"	""	"2"	"100"
"27823"	""	"heurter"	""	""	"2"	"100"
"27824"	""	"hier"	""	""	"2"	"100"
"27825"	""	"histoire"	""	""	"2"	"100"
"27826"	""	"hiver"	""	""	"2"	"100"
"27827"	""	"hold-up"	""	""	"1"	"100"
"27828"	""	"hommage"	""	""	"2"	"100"
"27829"	""	"homme"	""	""	"2"	"100"
"27830"	""	"honnête"	""	""	"2"	"100"
"27831"	""	"honneur"	""	""	"2"	"100"
"27832"	""	"honte"	""	""	"2"	"100"
"27833"	""	"hôpital"	""	""	"2"	"100"
"27834"	""	"hoquet"	""	""	"2"	"100"
"27835"	""	"horaire"	"N"	""	"2"	"100"
"27836"	""	"horizon"	""	""	"2"	"100"
"27837"	""	"horizontal"	""	""	"2"	"100"
"27838"	""	"horloge"	""	""	"2"	"100"
"27839"	""	"horreur"	""	""	"3"	"100"
"27840"	""	"horrible"	""	""	"3"	"100"
"27841"	""	"hors"	""	""	"2"	"100"
"27842"	""	"hors-d’œuvre"	""	""	"2"	"100"
"27843"	""	"hospitaliser"	""	""	"2"	"100"
"27844"	""	"hospitalité"	""	""	"2"	"100"
"27845"	""	"hôtel"	""	""	"2"	"100"
"27846"	""	"huile"	""	""	"2"	"100"
"27847"	""	"huit"	""	""	"2"	"100"
"27848"	""	"huître"	""	""	"2"	"100"
"27849"	""	"humain"	"Adj"	""	"2"	"100"
"27850"	""	"humanitaire"	"Adj"	""	"2"	"100"
"27851"	""	"humanité"	""	""	"2"	"100"
"27852"	""	"humble"	""	""	"3"	"100"
"27853"	""	"humeur"	""	""	"2"	"100"
"27854"	""	"humide"	""	""	"2"	"100"
"27855"	""	"humilier"	""	""	"3"	"100"
"27856"	""	"humour"	""	""	"3"	"100"
"27857"	""	"hurler"	""	""	"2"	"100"
"27858"	""	"hygiène"	""	""	"2"	"100"
"27859"	""	"hymne"	""	""	"2"	"100"
"27860"	""	"hypnotiser"	""	""	"2"	"100"
"27861"	""	"hypocrisie"	""	""	"2"	"100"
"27862"	""	"hypothèse"	""	""	"2"	"100"
"27863"	""	"iceberg"	""	""	"2"	"100"
"27864"	""	"ici"	""	""	"2"	"100"
"27865"	""	"idéal"	"Adj"	""	"2"	"100"
"27866"	""	"idée"	""	""	"2"	"100"
"27867"	""	"identique"	""	""	"2"	"100"
"27868"	""	"identité"	""	""	"2"	"100"
"27869"	""	"idiot"	"Adj"	""	"2"	"100"
"27870"	""	"idiotie"	""	""	"2"	"100"
"27871"	""	"ignorer"	""	""	"2"	"100"
"27872"	""	"il"	""	""	"2"	"100"
"27873"	""	"île"	""	""	"2"	"100"
"27874"	""	"illisible"	""	""	"2"	"100"
"27875"	""	"illuminer"	""	""	"2"	"100"
"27876"	""	"illusion"	""	""	"2"	"100"
"27877"	""	"illustrer"	""	""	"2"	"100"
"27878"	""	"image"	""	""	"2"	"100"
"27879"	""	"imaginaire"	"Adj"	""	"2"	"100"
"27880"	""	"imagination"	""	""	"2"	"100"
"27881"	""	"imaginer"	""	""	"2"	"100"
"27882"	""	"imam"	""	""	"2"	"100"
"27883"	""	"imbécile"	"Adj"	""	"2"	"100"
"27884"	""	"imiter"	""	""	"2"	"100"
"27885"	""	"immédiat"	"Adj"	""	"2"	"100"
"27886"	""	"immense"	""	""	"2"	"100"
"27887"	""	"immeuble"	"N"	""	"2"	"100"
"27888"	""	"immigré"	"N"	""	"2"	"100"
"27889"	""	"immobile"	""	""	"2"	"100"
"27890"	""	"immortel"	"Adj"	""	"2"	"100"
"27891"	""	"impair"	"Adj"	""	"2"	"100"
"27892"	""	"imparfait"	"N"	""	"2"	"100"
"27893"	""	"impasse"	""	""	"2"	"100"
"27894"	""	"impatient"	""	""	"2"	"100"
"27895"	""	"impeccable"	""	""	"2"	"100"
"27896"	""	"imperméable"	"Adj"	""	"2"	"100"
"27897"	""	"imperméable"	"N"	""	"2"	"100"
"27898"	""	"impertinent"	"Adj"	""	"3"	"100"
"27899"	""	"impliquer"	""	""	"2"	"100"
"27900"	""	"important"	""	""	"2"	"100"
"27901"	""	"importer"	""	"2"	"2"	"100"
"27902"	""	"imposer"	""	""	"2"	"100"
"27903"	""	"impôt"	""	""	"2"	"100"
"27904"	""	"impression"	""	""	"2"	"100"
"27905"	""	"impressionner"	""	""	"3"	"100"
"27906"	""	"imprimante"	""	""	"2"	"100"
"27907"	""	"imprimer"	""	""	"2"	"100"
"27908"	""	"incendie"	""	""	"2"	"100"
"27909"	""	"incident"	"N"	""	"2"	"100"
"27910"	""	"incliner"	""	""	"2"	"100"
"27911"	""	"incolore"	""	""	"2"	"100"
"27912"	""	"incomplet"	""	""	"2"	"100"
"27913"	""	"incompréhensible"	""	""	"2"	"100"
"27914"	""	"inconnu"	"Adj"	""	"2"	"100"
"27915"	""	"inconscient"	"Adj"	""	"2"	"100"
"27916"	""	"inconvénient"	""	""	"2"	"100"
"27917"	""	"incroyable"	""	""	"2"	"100"
"27918"	""	"indemne"	""	""	"2"	"100"
"27919"	""	"indépendant"	""	""	"2"	"100"
"27920"	""	"index"	""	""	"2"	"100"
"27921"	""	"indice"	""	"1"	"2"	"100"
"27922"	""	"indien"	"Adj"	""	"2"	"100"
"27923"	""	"indifférent"	""	""	"3"	"100"
"27924"	""	"indigestion"	""	""	"2"	"100"
"27925"	""	"indiquer"	""	""	"2"	"100"
"27926"	""	"indiscipliné"	""	""	"2"	"100"
"27927"	""	"indiscret"	"Adj"	""	"2"	"100"
"27928"	""	"indispensable"	""	""	"2"	"100"
"27929"	""	"individu"	""	""	"2"	"100"
"27930"	""	"indulgent"	""	""	"2"	"100"
"27931"	""	"industrie"	""	""	"2"	"100"
"27932"	""	"infect"	""	""	"3"	"100"
"27933"	""	"infecter"	""	""	"2"	"100"
"27934"	""	"inférieur"	""	""	"2"	"100"
"27935"	""	"infernal"	""	""	"2"	"100"
"27936"	""	"infini"	"Adj"	""	"2"	"100"
"27937"	""	"infirme"	"Adj"	""	"2"	"100"
"27938"	""	"infirmerie"	""	""	"2"	"100"
"27939"	""	"influencer"	""	""	"2"	"100"
"27940"	""	"informaticien"	""	""	"2"	"100"
"27941"	""	"information"	""	""	"2"	"100"
"27942"	""	"informatique"	"Adj"	""	"2"	"100"
"27943"	""	"informer"	""	""	"2"	"100"
"27944"	""	"infraction"	""	""	"2"	"100"
"27945"	""	"infusion"	""	""	"2"	"100"
"27946"	""	"ingénieur"	""	""	"2"	"100"
"27947"	""	"ingrat"	"Adj"	""	"2"	"100"
"27948"	""	"ingrédient"	""	""	"2"	"100"
"27949"	""	"initial"	""	""	"2"	"100"
"27950"	""	"initiale"	""	""	"2"	"100"
"27951"	""	"initiative"	""	""	"2"	"100"
"27952"	""	"injure"	""	""	"3"	"100"
"27953"	""	"injustice"	""	""	"2"	"100"
"27954"	""	"innocent"	"Adj"	""	"2"	"100"
"27955"	""	"inonder"	""	""	"2"	"100"
"27956"	""	"inquiet"	""	""	"3"	"100"
"27957"	""	"inquiéter"	""	""	"3"	"100"
"27958"	""	"inscrire"	""	""	"2"	"100"
"27959"	""	"insecte"	""	""	"1"	"100"
"27960"	""	"insécurité"	""	""	"2"	"100"
"27961"	""	"insister"	""	""	"2"	"100"
"27962"	""	"inspecteur"	""	""	"2"	"100"
"27963"	""	"inspirer"	""	""	"2"	"100"
"27964"	""	"installer"	""	""	"2"	"100"
"27965"	""	"instant"	""	""	"2"	"100"
"27966"	""	"instinct"	""	""	"2"	"100"
"27967"	""	"instituteur"	""	""	"2"	"100"
"27968"	""	"institution"	""	""	"2"	"100"
"27969"	""	"instruire"	""	""	"2"	"100"
"27970"	""	"instrument"	""	""	"2"	"100"
"27971"	""	"insuffisance"	""	""	"2"	"100"
"27972"	""	"insulter"	""	""	"3"	"100"
"27973"	""	"intact"	""	""	"2"	"100"
"27974"	""	"intégrer"	""	""	"2"	"100"
"27975"	""	"intelligence"	""	""	"2"	"100"
"27976"	""	"intense"	""	""	"2"	"100"
"27977"	""	"intention"	""	""	"2"	"100"
"27978"	""	"interdire"	""	""	"2"	"100"
"27979"	""	"intéresser"	""	""	"2"	"100"
"27980"	""	"intérieur"	"Adj"	""	"2"	"100"
"27981"	""	"international"	""	""	"2"	"100"
"27982"	""	"Internet"	""	""	"3"	"100"
"27983"	""	"interroger"	""	""	"2"	"100"
"27984"	""	"interrompre"	""	""	"2"	"100"
"27985"	""	"interrupteur"	""	""	"2"	"100"
"27986"	""	"intervalle"	""	""	"2"	"100"
"27987"	""	"intervenir"	""	""	"2"	"100"
"27988"	""	"interview"	""	""	"2"	"100"
"27989"	""	"intestin"	"N"	""	"2"	"100"
"27990"	""	"intime"	"Adj"	""	"2"	"100"
"27991"	""	"intimider"	""	""	"3"	"100"
"27992"	""	"intoxiquer"	""	""	"2"	"100"
"27993"	""	"introduire"	""	""	"2"	"100"
"27994"	""	"introuvable"	""	""	"2"	"100"
"27995"	""	"intuition"	""	""	"2"	"100"
"27996"	""	"inventer"	""	""	"2"	"100"
"27997"	""	"inverse"	"Adj"	""	"2"	"100"
"27998"	""	"invincible"	""	""	"2"	"100"
"27999"	""	"inviter"	""	""	"2"	"100"
"28000"	""	"ironie"	""	""	"3"	"100"
"28001"	""	"irriter"	""	""	"3"	"100"
"28002"	""	"islam"	""	""	"2"	"100"
"28003"	""	"isolé"	""	""	"2"	"100"
"28004"	""	"israélite"	"Adj"	""	"2"	"100"
"28005"	""	"issue"	""	""	"2"	"100"
"28006"	""	"italien"	"Adj"	""	"2"	"100"
"28007"	""	"itinéraire"	""	""	"2"	"100"
"28008"	""	"ivre"	""	""	"2"	"100"
"28009"	""	"ivrogne"	"N, masc"	""	"2"	"100"
"28010"	""	"jaillir"	""	""	"2"	"100"
"28011"	""	"jalousie"	""	""	"2"	"100"
"28012"	""	"jamais"	""	""	"2"	"100"
"28013"	""	"jambe"	""	""	"2"	"100"
"28014"	""	"jambon"	""	""	"2"	"100"
"28015"	""	"janvier"	""	""	"2"	"100"
"28016"	""	"jardin"	""	""	"2"	"100"
"28017"	""	"jardiner"	""	""	"2"	"100"
"28018"	""	"jaune"	""	""	"2"	"100"
"28019"	""	"jaunir"	""	""	"2"	"100"
"28020"	""	"jazz"	""	""	"2"	"100"
"28021"	""	"je"	""	""	"2"	"100"
"28022"	""	"jet"	""	"1"	"2"	"100"
"28023"	""	"jeter"	""	""	"2"	"100"
"28024"	""	"jeu"	""	""	"2"	"100"
"28025"	""	"jeudi"	""	""	"2"	"100"
"28026"	""	"jeune"	"Adj"	""	"2"	"100"
"28027"	""	"jeûne"	""	""	"2"	"100"
"28028"	""	"jeunesse"	""	""	"2"	"100"
"28029"	""	"jogging"	""	""	"1"	"100"
"28030"	""	"joie"	""	""	"3"	"100"
"28031"	""	"joindre"	""	""	"2"	"100"
"28032"	""	"joint"	"Adj"	""	"2"	"100"
"28033"	""	"joint"	"N"	"1"	"2"	"100"
"28034"	""	"joli"	"Adj"	""	"2"	"100"
"28035"	""	"joue"	""	""	"2"	"100"
"28036"	""	"jouer"	""	""	"2"	"100"
"28037"	""	"jouet"	""	""	"3"	"100"
"28038"	""	"jour"	""	""	"2"	"100"
"28039"	""	"journal"	""	""	"2"	"100"
"28040"	""	"journaliste"	"N, masc"	""	"2"	"100"
"28041"	""	"journée"	""	""	"2"	"100"
"28042"	""	"judo"	""	""	"1"	"100"
"28043"	""	"juger"	""	""	"2"	"100"
"28044"	""	"juif"	"Adj"	""	"2"	"100"
"28045"	""	"juillet"	""	""	"2"	"100"
"28046"	""	"juin"	""	""	"2"	"100"
"28047"	""	"jumeau"	"N"	""	"2"	"100"
"28048"	""	"jumelles"	""	""	"2"	"100"
"28049"	""	"jument"	""	""	"2"	"100"
"28050"	""	"jungle"	""	""	"2"	"100"
"28051"	""	"jupe"	""	""	"2"	"100"
"28052"	""	"jurer"	""	""	"2"	"100"
"28053"	""	"jus"	""	""	"2"	"100"
"28054"	""	"jusque"	""	""	"2"	"100"
"28055"	""	"juste"	"Adj"	""	"2"	"100"
"28056"	""	"juste"	"Adv"	""	"2"	"100"
"28057"	""	"justice"	""	""	"2"	"100"
"28058"	""	"karaté"	""	""	"1"	"100"
"28059"	""	"ketchup"	""	""	"2"	"100"
"28060"	""	"kidnapper"	""	""	"1"	"100"
"28061"	""	"kilo"	""	""	"2"	"100"
"28062"	""	"kilomètre"	""	""	"2"	"100"
"28063"	""	"kiosque"	""	""	"2"	"100"
"28064"	""	"klaxon"	""	""	"2"	"100"
"28065"	""	"klaxonner"	""	""	"2"	"100"
"28066"	""	"la"	""	""	"2"	"100"
"28067"	""	"là"	""	""	"2"	"100"
"28068"	""	"laboratoire"	""	""	"2"	"100"
"28069"	""	"labourer"	""	""	"2"	"100"
"28070"	""	"labyrinthe"	""	""	"2"	"100"
"28071"	""	"lac"	""	""	"2"	"100"
"28072"	""	"lacer"	""	""	"2"	"100"
"28073"	""	"lacet"	""	""	"2"	"100"
"28074"	""	"lâche"	"Adj"	""	"2"	"100"
"28075"	""	"lâcher"	""	""	"2"	"100"
"28076"	""	"laid"	"Adj"	""	"2"	"100"
"28077"	""	"laine"	""	""	"2"	"100"
"28078"	""	"laisse"	""	""	"2"	"100"
"28079"	""	"laisser"	""	""	"2"	"100"
"28080"	""	"lait"	""	""	"2"	"100"
"28081"	""	"laitue"	""	""	"2"	"100"
"28082"	""	"lame"	""	""	"2"	"100"
"28083"	""	"lamentable"	""	""	"2"	"100"
"28084"	"se "	"lamenter"	""	""	"2"	"100"
"28085"	""	"lampadaire"	""	""	"2"	"100"
"28086"	""	"lampe"	""	""	"2"	"100"
"28087"	""	"lance"	""	""	"2"	"100"
"28088"	""	"landau"	""	""	"2"	"100"
"28089"	""	"langage"	""	""	"2"	"100"
"28090"	""	"langue"	""	""	"2"	"100"
"28091"	""	"lanière"	""	""	"2"	"100"
"28092"	""	"lapin"	""	"1"	"2"	"100"
"28093"	""	"large"	"Adj"	""	"2"	"100"
"28094"	""	"large"	"N"	""	"2"	"100"
"28095"	""	"larme"	""	""	"2"	"100"
"28096"	""	"laser"	""	"1"	"2"	"100"
"28097"	""	"lasser"	""	""	"2"	"100"
"28098"	""	"lavabo"	""	""	"2"	"100"
"28099"	""	"lave"	""	""	"2"	"100"
"28100"	""	"laver"	""	""	"1"	"100"
"28101"	""	"le"	"Art"	""	"2"	"100"
"28102"	""	"le"	"Pro"	""	"2"	"100"
"28103"	""	"lécher"	""	""	"2"	"100"
"28104"	""	"leçon"	""	""	"2"	"100"
"28105"	""	"lecture"	""	""	"2"	"100"
"28106"	""	"légende"	""	""	"2"	"100"
"28107"	""	"léger"	""	""	"2"	"100"
"28108"	""	"légume"	""	""	"2"	"100"
"28109"	""	"lendemain"	""	""	"2"	"100"
"28110"	""	"lent"	""	""	"2"	"100"
"28111"	""	"lentille"	""	""	"2"	"100"
"28112"	""	"lequel"	""	""	"2"	"100"
"28114"	""	"lessive"	""	""	"1"	"100"
"28115"	""	"lettre"	""	""	"2"	"100"
"28116"	""	"leur"	""	"1"	"2"	"100"
"28117"	""	"leur"	""	"2"	"2"	"100"
"28118"	""	"lever"	"N"	""	"2"	"100"
"28119"	""	"lever"	"V"	""	"2"	"100"
"28120"	""	"levier"	""	""	"2"	"100"
"28121"	""	"lèvre"	""	""	"2"	"100"
"28122"	""	"lexique"	""	""	"2"	"100"
"28123"	""	"lézard"	""	""	"2"	"100"
"28124"	""	"liaison"	""	""	"2"	"100"
"28125"	""	"libérer"	""	""	"2"	"100"
"28126"	""	"librairie"	""	""	"2"	"100"
"28127"	""	"libre"	""	""	"2"	"100"
"28128"	""	"licencier"	""	""	"2"	"100"
"28129"	""	"lier"	""	""	"2"	"100"
"28130"	""	"lierre"	""	""	"2"	"100"
"28131"	""	"lieu"	""	""	"2"	"100"
"28132"	""	"lièvre"	""	"1"	"2"	"100"
"28133"	""	"ligne"	""	""	"2"	"100"
"28134"	""	"ligoter"	""	""	"2"	"100"
"28135"	""	"limace"	""	""	"2"	"100"
"28136"	""	"lime"	""	""	"2"	"100"
"28137"	""	"limite"	"N"	""	"2"	"100"
"28138"	""	"limiter"	""	""	"2"	"100"
"28139"	""	"limpide"	""	""	"2"	"100"
"28140"	""	"linge"	""	""	"2"	"100"
"28141"	""	"lion"	""	""	"2"	"100"
"28142"	""	"liquide"	"Adj"	""	"2"	"100"
"28143"	""	"lire"	"V"	""	"2"	"100"
"28144"	""	"lisière"	""	""	"2"	"100"
"28145"	""	"lisse"	"Adj"	""	"2"	"100"
"28146"	""	"lisser"	""	""	"2"	"100"
"28147"	""	"liste"	""	""	"2"	"100"
"28148"	""	"lit"	""	""	"2"	"100"
"28149"	""	"litre"	""	""	"2"	"100"
"28150"	""	"littérature"	""	""	"2"	"100"
"28151"	""	"livre"	""	"1"	"2"	"100"
"28152"	""	"livrer"	""	""	"2"	"100"
"28153"	""	"local"	"N"	""	"2"	"100"
"28154"	""	"locomotive"	""	""	"2"	"100"
"28155"	""	"loger"	""	""	"2"	"100"
"28156"	""	"logiciel"	"N"	""	"2"	"100"
"28157"	""	"logique"	"Adj"	""	"2"	"100"
"28158"	""	"logique"	"N"	""	"2"	"100"
"28159"	""	"loi"	""	""	"2"	"100"
"28160"	""	"loin"	""	""	"2"	"100"
"28161"	""	"lointain"	"Adj"	""	"2"	"100"
"28162"	""	"loisir"	""	""	"2"	"100"
"28163"	""	"long"	"Adj"	""	"2"	"100"
"28164"	""	"longer"	""	""	"2"	"100"
"28165"	""	"longtemps"	""	""	"2"	"100"
"28166"	""	"longueur"	""	""	"2"	"100"
"28167"	""	"lors"	""	""	"2"	"100"
"28168"	""	"lorsque"	""	""	"2"	"100"
"28169"	""	"losange"	""	""	"2"	"100"
"28170"	""	"lot"	""	""	"2"	"100"
"28171"	""	"loterie"	""	""	"2"	"100"
"28172"	""	"louche"	"Adj"	""	"2"	"100"
"28173"	""	"louche"	"N"	""	"2"	"100"
"28174"	""	"loucher"	""	""	"2"	"100"
"28175"	""	"louer"	""	"1"	"2"	"100"
"28176"	""	"loup"	""	""	"2"	"100"
"28177"	""	"loupe"	""	""	"2"	"100"
"28178"	""	"louper"	""	""	"2"	"100"
"28179"	""	"lourd"	""	""	"1"	"100"
"28180"	""	"lueur"	""	""	"2"	"100"
"28181"	""	"luge"	""	""	"2"	"100"
"28182"	""	"lui"	""	""	"2"	"100"
"28183"	""	"lumière"	""	""	"2"	"100"
"28184"	""	"lundi"	""	""	"2"	"100"
"28185"	""	"lune"	""	""	"2"	"100"
"28186"	""	"lunette"	""	""	"2"	"100"
"28187"	""	"lutter"	""	""	"2"	"100"
"28188"	""	"luxe"	""	""	"2"	"100"
"28189"	""	"lycée"	""	""	"2"	"100"
"28190"	""	"mâcher"	""	""	"2"	"100"
"28191"	""	"machin"	""	""	"2"	"100"
"28192"	""	"machine"	""	""	"2"	"100"
"28193"	""	"mâchoire"	""	""	"2"	"100"
"28194"	""	"maçon"	"N"	""	"2"	"100"
"28195"	""	"Madame"	""	""	"2"	"100"
"28196"	""	"Mademoiselle"	""	""	"2"	"100"
"28197"	""	"magasin"	""	""	"2"	"100"
"28198"	""	"magazine"	""	""	"2"	"100"
"28199"	""	"magie"	""	""	"2"	"100"
"28200"	""	"magnifique"	""	""	"3"	"100"
"28201"	""	"mai"	""	""	"2"	"100"
"28202"	""	"maigre"	""	""	"2"	"100"
"28203"	""	"maigrir"	""	""	"2"	"100"
"28204"	""	"mail"	""	""	"2"	"100"
"28205"	""	"maillot"	""	""	"2"	"100"
"28206"	""	"main"	""	""	"2"	"100"
"28207"	""	"main-d’œuvre"	""	""	"2"	"100"
"28208"	""	"maintenant"	""	""	"2"	"100"
"28209"	""	"maintenir"	""	""	"2"	"100"
"28210"	""	"maire"	""	""	"2"	"100"
"28211"	""	"mairie"	""	""	"2"	"100"
"28212"	""	"mais"	""	""	"2"	"100"
"28213"	""	"maïs"	""	""	"2"	"100"
"28214"	""	"maison"	""	""	"2"	"100"
"28215"	""	"maître"	"N"	""	"2"	"100"
"28216"	""	"maîtriser"	""	""	"2"	"100"
"28217"	""	"majeur"	"Adj"	""	"2"	"100"
"28218"	""	"majuscule"	"N"	""	"2"	"100"
"28219"	""	"mal"	"Adv"	""	"2"	"100"
"28220"	""	"mal"	"N"	""	"2"	"100"
"28221"	""	"maladie"	""	""	"2"	"100"
"28222"	""	"maladroit"	"Adj"	""	"2"	"100"
"28223"	""	"malaise"	""	""	"3"	"100"
"28224"	""	"malchance"	""	""	"2"	"100"
"28225"	""	"mâle"	"N"	""	"2"	"100"
"28226"	""	"malentendu"	""	""	"2"	"100"
"28227"	""	"malgré"	""	""	"2"	"100"
"28228"	""	"malheur"	""	""	"3"	"100"
"28229"	""	"malheureusement"	""	""	"2"	"100"
"28230"	""	"malhonnête"	""	""	"2"	"100"
"28231"	""	"malin"	"Adj"	""	"2"	"100"
